age,income,credit_score,loan_amount,loan_term_months,loan_purpose,employment_type,education_level,debt_to_income_ratio,credit_history_years,previous_loans,interest_rate
30.8,21533.07,451.0,233596.82,180,home,part_time,bachelor,0.982,10.7,1,9.15
27.9,21223.93,711.0,29052.14,60,business,full_time,associates,0.592,1.0,1,8.37
25.5,28885.32,571.0,11136.13,12,medical,part_time,high_school,0.765,0.0,0,12.82
36.2,5927.61,425.0,6703.18,48,auto,unemployed,phd,0.675,16.4,2,15.24
36.6,33703.13,479.0,21032.5,36,education,part_time,high_school,0.544,6.6,1,11.9
37.3,25530.82,651.0,29566.97,60,personal,retired,bachelor,0.596,15.0,3,10.01
19.1,17133.9,539.0,31593.08,60,auto,self_employed,associates,0.789,0.0,0,11.87
61.4,47037.21,705.0,25493.25,72,auto,retired,bachelor,0.422,39.3,2,5.55
25.3,60887.18,795.0,288228.65,240,home,self_employed,master,0.422,0.0,0,5.27
31.6,53002.89,675.0,1000.0,12,business,retired,phd,0.37,4.8,0,8.16
50.7,4646.47,599.0,24337.67,36,education,unemployed,master,1.0,25.8,5,15.29
40.8,7148.29,661.0,33784.54,60,auto,unemployed,phd,1.0,13.2,3,12.45
21.4,35116.54,704.0,11754.49,48,education,part_time,phd,0.476,0.0,0,7.65
39.8,22273.61,685.0,9278.23,24,personal,part_time,bachelor,0.494,14.1,6,9.76
37.7,81594.3,690.0,20657.85,48,education,full_time,phd,0.585,11.7,2,7.65
39.6,51315.81,709.0,14718.85,24,education,retired,phd,0.367,19.8,3,5.83
26.2,16687.82,575.0,15358.99,24,personal,part_time,phd,0.816,0.0,0,13.32
34.0,66462.1,448.0,40739.68,36,business,full_time,master,0.736,11.5,1,12.33
18.0,10500.0,662.0,27405.04,24,medical,retired,high_school,1.0,0.0,0,9.7
22.6,41481.38,437.0,64767.18,60,business,self_employed,high_school,0.463,0.0,0,13.33
45.4,54510.61,742.0,29982.4,240,home,full_time,associates,0.358,16.4,4,3.59
66.4,59525.18,669.0,35895.37,72,auto,retired,associates,0.755,34.2,1,7.79
18.0,32889.77,672.0,14686.7,12,personal,self_employed,bachelor,0.648,0.0,0,11.19
57.5,36359.96,682.0,2454.85,12,medical,part_time,bachelor,0.436,30.5,4,7.12
31.9,31765.18,617.0,2235.46,60,medical,part_time,phd,0.319,6.4,1,8.1
26.4,1972.99,586.0,31229.32,60,auto,unemployed,bachelor,1.0,4.7,0,17.04
33.5,7734.8,516.0,96084.7,60,business,unemployed,master,1.0,10.0,5,16.93
18.0,19200.16,555.0,4971.95,36,personal,self_employed,master,0.354,0.0,0,11.85
42.9,4241.61,644.0,53728.57,12,business,unemployed,associates,1.0,21.8,2,14.44
34.1,52750.76,574.0,12496.86,60,auto,self_employed,phd,0.379,5.5,0,9.61
45.7,5543.74,597.0,246643.13,240,home,unemployed,master,1.0,15.3,3,15.0
38.2,16941.09,515.0,13005.04,60,personal,full_time,bachelor,0.279,11.2,5,9.22
57.2,48693.3,502.0,18686.6,48,medical,retired,associates,0.553,31.8,9,11.18
61.4,66990.95,606.0,26472.98,60,auto,part_time,master,0.277,39.5,11,6.45
28.0,2615.14,536.0,19145.75,24,education,unemployed,bachelor,1.0,2.1,0,16.41
43.5,45654.94,535.0,23564.64,36,medical,retired,phd,0.459,18.9,2,12.5
49.8,6845.58,641.0,28338.05,48,medical,unemployed,master,1.0,26.9,7,13.95
49.9,54527.69,690.0,21592.82,36,medical,part_time,phd,0.407,30.9,4,7.5
53.4,50038.7,530.0,9417.37,60,medical,part_time,bachelor,0.418,31.2,8,10.07
38.5,28240.53,694.0,11994.93,12,education,part_time,phd,0.529,15.7,3,7.18
18.0,15000.0,625.0,145639.31,180,home,full_time,associates,1.0,0.0,0,7.77
46.7,6418.78,569.0,10044.58,48,auto,unemployed,high_school,0.689,20.8,3,15.48
44.6,20193.38,704.0,22951.89,240,home,part_time,high_school,0.27,18.3,2,3.58
50.0,5901.35,591.0,18547.18,12,personal,unemployed,associates,1.0,21.1,5,18.43
60.3,47983.63,597.0,50170.57,48,business,retired,associates,0.689,38.4,12,11.6
48.0,33750.74,607.0,4221.97,60,education,full_time,high_school,0.19,25.8,5,5.03
42.2,54022.29,546.0,380557.44,300,home,full_time,phd,0.487,16.7,3,8.78
45.4,44044.85,611.0,127978.8,360,home,self_employed,associates,0.228,20.2,1,4.66
51.4,64186.73,708.0,153381.14,240,home,full_time,bachelor,0.364,27.8,4,4.7
38.6,36956.01,589.0,7789.04,60,education,part_time,bachelor,0.281,11.4,3,8.8
35.1,55672.88,723.0,17428.83,48,personal,self_employed,master,0.304,17.1,2,7.17
27.1,25547.95,704.0,57424.42,48,business,self_employed,high_school,0.86,6.5,2,9.24
37.0,25398.36,724.0,12491.49,24,medical,part_time,associates,0.74,5.6,2,7.88
50.8,67093.86,733.0,4340.41,12,medical,full_time,master,0.54,18.5,5,7.67
72.0,7465.96,707.0,56962.84,48,business,unemployed,high_school,1.0,45.3,7,12.17
39.4,7792.34,711.0,334917.9,180,home,unemployed,associates,1.0,16.0,0,11.4
31.4,69023.25,834.0,75580.41,48,business,full_time,bachelor,0.672,5.2,0,6.86
31.9,20516.12,586.0,59763.07,180,home,retired,master,0.808,6.8,4,10.17
36.6,24667.66,612.0,14971.95,60,medical,part_time,bachelor,0.359,7.4,1,7.72
46.3,73277.02,689.0,259281.22,180,home,self_employed,phd,0.749,28.3,7,8.07
66.9,36900.95,630.0,25019.97,12,education,retired,master,1.0,48.9,7,8.57
43.0,45862.08,615.0,304625.72,240,home,self_employed,bachelor,0.872,14.5,3,8.52
52.0,33652.56,628.0,18484.7,48,medical,part_time,associates,0.49,29.3,5,9.05
49.2,71763.54,572.0,28284.33,48,auto,self_employed,high_school,0.557,22.0,2,12.04
63.4,8119.79,741.0,19780.3,60,medical,unemployed,associates,0.681,39.0,5,13.6
28.8,2340.48,707.0,20855.18,24,medical,unemployed,master,1.0,7.8,0,14.33
28.8,42591.79,532.0,19279.77,36,medical,retired,high_school,0.361,0.0,0,10.06
37.4,26563.32,641.0,103080.12,24,business,full_time,high_school,1.0,19.4,4,8.41
29.5,18069.85,610.0,13980.75,60,education,self_employed,high_school,0.47,3.0,0,10.18
53.0,6417.32,462.0,23772.34,12,personal,unemployed,associates,1.0,18.7,5,16.74
45.7,7643.6,580.0,38664.35,24,business,unemployed,master,1.0,12.4,0,17.37
18.0,21242.35,681.0,55803.46,48,business,retired,master,1.0,0.0,0,9.11
47.1,42418.36,621.0,19129.15,48,medical,retired,bachelor,0.315,19.1,6,6.95
40.1,28427.41,761.0,1000.0,24,personal,retired,high_school,0.363,19.2,4,6.75
54.0,47184.65,589.0,11775.47,24,personal,full_time,high_school,0.466,28.7,4,12.26
62.8,54779.28,720.0,24491.69,48,medical,part_time,phd,0.128,34.6,5,6.03
42.4,63227.54,850.0,373969.74,180,home,self_employed,master,0.397,15.2,9,4.35
45.9,75972.63,747.0,54245.96,36,business,self_employed,high_school,0.789,25.3,6,8.33
40.2,67275.3,630.0,40551.99,36,auto,full_time,master,0.334,6.5,1,6.4
77.4,8923.15,529.0,48278.08,60,business,unemployed,bachelor,1.0,53.2,12,17.03
42.9,44344.4,604.0,88591.46,12,business,retired,associates,1.0,19.3,3,8.97
32.3,51909.74,612.0,14058.76,60,personal,full_time,high_school,0.356,0.0,0,7.76
44.0,27840.98,722.0,22734.46,36,education,retired,high_school,0.68,26.0,6,7.61
47.8,87255.71,711.0,12400.84,48,personal,full_time,phd,0.326,25.0,4,5.2
19.4,35624.04,718.0,13193.55,60,medical,full_time,phd,0.59,0.0,0,8.27
39.2,34968.04,707.0,8800.3,24,education,retired,bachelor,0.631,21.2,7,7.08
32.5,22235.81,642.0,20810.37,60,auto,part_time,phd,0.363,2.2,1,8.17
33.8,43716.49,681.0,63687.48,24,business,self_employed,master,0.728,13.9,1,9.92
27.4,13760.24,588.0,27319.88,36,business,part_time,high_school,0.995,0.0,0,12.44
58.5,76782.25,786.0,60660.15,12,business,self_employed,phd,0.819,36.6,9,7.64
68.4,116492.39,746.0,28014.07,72,auto,self_employed,master,0.335,34.7,7,5.29
24.5,15671.0,739.0,15845.23,72,auto,retired,associates,0.487,0.0,0,8.79
55.7,43888.92,678.0,13151.52,12,personal,part_time,high_school,0.421,37.7,10,8.48
25.3,70698.65,645.0,24640.94,48,education,self_employed,phd,0.409,2.2,1,9.15
50.2,6666.31,659.0,18652.8,48,personal,unemployed,master,1.0,24.1,5,15.84
46.5,38486.98,696.0,26258.4,36,personal,part_time,associates,0.589,25.6,3,9.17
48.1,18796.81,679.0,1000.0,36,business,part_time,associates,0.276,14.5,5,5.75
18.0,3770.45,472.0,8079.92,36,personal,unemployed,bachelor,0.937,0.0,0,17.75
23.1,28098.47,540.0,25301.46,60,auto,retired,phd,0.654,2.0,0,11.31
39.3,39249.19,700.0,102947.41,36,business,self_employed,phd,1.0,14.8,4,9.29
37.2,44045.79,686.0,29079.97,48,auto,retired,high_school,0.554,7.6,1,8.72
28.7,27268.81,680.0,12983.61,48,medical,full_time,associates,0.362,1.3,0,6.64
25.8,2055.31,781.0,8115.48,12,personal,unemployed,bachelor,1.0,0.0,0,13.29
47.5,8840.64,594.0,12635.22,60,auto,unemployed,phd,0.777,22.0,9,16.57
33.3,40613.37,624.0,9980.63,24,medical,self_employed,bachelor,0.607,10.6,2,10.51
18.0,2814.46,583.0,249190.9,360,home,unemployed,phd,1.0,0.0,0,13.59
46.7,5449.5,622.0,3052.55,48,education,unemployed,associates,0.5,28.7,5,13.48
25.4,17222.64,632.0,22390.92,48,medical,retired,associates,0.847,0.0,0,9.82
42.9,79148.66,559.0,7363.23,60,personal,full_time,associates,0.41,18.6,2,11.21
35.2,23165.71,469.0,326084.95,240,home,full_time,associates,1.0,10.6,1,9.18
34.8,12040.79,563.0,12512.5,60,medical,part_time,master,0.599,9.6,0,13.0
55.8,62415.62,676.0,24470.55,48,medical,retired,high_school,0.444,31.8,8,6.97
21.6,1776.13,690.0,287278.74,180,home,unemployed,master,1.0,0.0,0,12.02
25.3,53488.0,617.0,14142.52,48,auto,self_employed,high_school,0.371,0.0,0,9.74
31.2,28784.98,467.0,49076.4,48,business,self_employed,phd,0.642,0.0,0,14.09
48.0,39608.09,759.0,31625.36,60,auto,retired,associates,0.336,17.8,7,4.31
30.9,3881.74,730.0,133916.58,300,home,unemployed,high_school,1.0,0.7,0,11.16
35.6,46846.4,682.0,75641.49,240,home,full_time,phd,0.525,10.4,0,6.53
42.8,15000.0,560.0,11867.44,48,personal,self_employed,master,0.724,12.4,3,12.8
33.9,23728.41,575.0,131657.36,36,business,retired,bachelor,1.0,14.5,2,11.35
48.5,61279.47,653.0,94271.98,48,business,full_time,phd,0.554,30.5,5,8.25
18.0,33281.47,747.0,1000.0,12,personal,full_time,master,0.269,0.0,0,5.74
18.0,15000.0,606.0,24193.1,12,personal,full_time,high_school,1.0,0.0,0,11.11
60.1,48377.42,709.0,20594.4,24,education,part_time,bachelor,0.374,32.2,1,6.46
18.0,11859.2,515.0,16873.95,60,personal,part_time,associates,0.521,0.0,0,13.45
21.4,1500.0,611.0,17288.65,72,auto,unemployed,phd,1.0,1.1,0,14.88
51.9,46479.77,616.0,19344.26,48,medical,part_time,bachelor,0.369,26.0,7,9.02
23.1,44312.89,722.0,22134.9,60,medical,full_time,phd,0.233,0.0,0,6.3
30.9,3836.34,740.0,14617.61,48,education,unemployed,bachelor,1.0,1.5,0,13.08
41.6,74066.1,586.0,19395.44,24,medical,full_time,phd,0.332,11.5,3,8.75
21.4,53307.44,789.0,8092.34,12,medical,self_employed,bachelor,0.462,0.0,0,8.6
40.0,51585.0,528.0,36682.65,24,education,full_time,associates,0.734,16.1,4,10.71
47.7,96870.68,761.0,33261.1,72,auto,self_employed,master,0.207,23.1,8,4.86
48.6,39057.88,698.0,26742.8,48,medical,self_employed,high_school,0.467,30.6,7,8.64
36.5,53325.41,729.0,19819.79,48,education,self_employed,associates,0.549,6.4,0,8.75
36.4,6472.45,476.0,32746.14,12,education,unemployed,associates,1.0,16.8,2,15.51
28.9,37415.65,653.0,85807.6,60,business,self_employed,master,0.558,2.3,1,10.07
18.0,17496.03,573.0,8632.24,60,education,self_employed,bachelor,0.427,0.0,0,10.42
45.1,46532.74,788.0,1000.0,12,personal,part_time,high_school,0.408,19.2,4,7.22
28.2,54815.88,739.0,229305.11,240,home,self_employed,bachelor,0.428,7.8,0,5.95
39.3,32620.94,658.0,5802.34,48,education,part_time,master,0.315,18.0,1,5.72
36.8,42980.67,587.0,32034.92,72,auto,retired,phd,0.413,10.4,0,9.22
19.8,15147.78,648.0,79582.52,60,business,part_time,phd,1.0,1.8,0,10.17
36.1,54681.65,640.0,28602.26,72,auto,retired,bachelor,0.468,6.1,1,8.77
18.0,22901.24,797.0,26478.21,60,auto,part_time,master,0.319,0.0,0,4.77
27.8,40310.35,715.0,84454.82,300,home,retired,phd,0.493,9.8,2,7.65
60.5,7179.21,641.0,20351.77,48,auto,unemployed,high_school,0.995,32.1,10,13.1
27.8,11018.67,577.0,25643.46,48,education,retired,phd,0.864,0.0,0,11.16
22.1,1934.07,643.0,14783.8,48,business,unemployed,phd,1.0,0.0,0,15.54
36.7,41749.2,714.0,233505.44,180,home,part_time,phd,0.758,10.6,1,6.67
36.7,41846.0,597.0,246769.01,300,home,self_employed,bachelor,0.732,17.6,0,10.55
48.9,50617.67,637.0,19202.46,24,personal,retired,bachelor,0.228,22.0,4,7.15
37.9,56181.2,651.0,21796.68,48,medical,retired,phd,0.097,19.9,4,5.74
34.1,25371.57,602.0,331478.85,180,home,retired,associates,1.0,9.2,4,8.73
36.8,23474.85,742.0,31795.26,60,personal,retired,master,0.565,18.8,1,8.58
59.6,5161.38,674.0,10526.69,24,education,unemployed,high_school,1.0,39.8,11,12.21
41.0,38803.62,574.0,10966.97,24,medical,full_time,phd,0.43,23.0,2,9.6
42.7,68944.16,655.0,39125.97,36,business,full_time,master,0.517,17.5,6,9.37
43.9,51174.25,793.0,112333.33,12,business,full_time,master,1.0,16.4,7,6.26
45.2,33281.3,639.0,11980.91,60,medical,part_time,bachelor,0.574,16.5,7,9.63
18.3,11250.82,370.0,13904.08,48,medical,retired,master,0.438,0.0,0,10.19
41.0,32739.84,763.0,39113.57,48,auto,retired,bachelor,0.716,14.4,3,7.39
37.6,46823.25,541.0,22567.44,36,education,full_time,bachelor,0.604,16.5,2,10.13
29.3,26502.88,598.0,19907.78,60,education,self_employed,associates,0.356,5.4,0,9.23
42.2,39323.25,658.0,16204.82,36,medical,self_employed,bachelor,0.212,22.2,5,6.52
35.7,47010.39,711.0,10053.08,60,personal,retired,master,0.224,0.3,0,6.78
57.0,35622.88,761.0,62746.94,12,business,part_time,high_school,1.0,29.6,5,7.53
38.2,34063.55,630.0,23645.76,24,medical,part_time,master,0.648,14.5,4,9.71
18.0,11889.18,583.0,1000.0,36,medical,part_time,bachelor,0.154,0.0,0,9.78
49.8,7842.68,651.0,21098.11,24,business,unemployed,bachelor,1.0,16.0,3,13.07
29.3,37804.09,567.0,17711.81,48,medical,self_employed,associates,0.382,4.4,0,11.71
64.3,9307.36,609.0,179747.7,180,home,unemployed,phd,1.0,41.6,9,12.53
48.7,42992.12,671.0,4230.87,36,medical,retired,phd,0.259,16.3,5,5.26
46.1,5625.37,679.0,1000.0,36,business,unemployed,master,0.209,15.6,6,10.8
61.0,79495.4,629.0,14091.26,12,medical,full_time,associates,0.396,42.3,6,8.58
34.8,74091.08,551.0,37619.47,360,home,self_employed,phd,0.509,9.8,3,11.96
56.3,6918.93,671.0,31543.74,72,auto,unemployed,bachelor,0.908,35.6,11,12.72
60.2,85494.96,850.0,4626.14,36,personal,self_employed,master,0.313,31.4,6,5.95
47.5,46305.64,593.0,15217.34,72,auto,retired,associates,0.279,23.7,5,8.17
45.4,79426.55,651.0,156736.25,180,home,full_time,master,0.759,19.2,4,6.77
47.0,79998.2,630.0,353653.42,240,home,full_time,phd,0.48,29.0,9,7.76
80.0,12982.6,625.0,90380.05,360,home,unemployed,phd,0.249,60.9,12,9.43
44.1,37206.39,680.0,9443.46,36,medical,part_time,bachelor,0.122,16.3,1,5.36
31.0,58557.46,728.0,217140.98,300,home,self_employed,bachelor,0.536,0.4,0,7.3
33.6,44470.03,565.0,18024.37,24,personal,full_time,master,0.872,12.5,1,11.77
53.6,5375.18,725.0,21453.41,36,medical,unemployed,high_school,1.0,23.6,4,13.47
68.6,7885.54,751.0,17457.77,12,medical,unemployed,bachelor,1.0,50.6,9,12.23
57.6,63617.49,626.0,6608.3,72,auto,full_time,high_school,0.2,33.3,10,5.27
18.0,9000.0,764.0,28131.43,24,education,part_time,high_school,1.0,0.0,0,7.12
37.1,4801.88,605.0,178480.37,180,home,unemployed,associates,1.0,12.8,3,12.76
41.8,58352.13,675.0,49518.38,24,business,full_time,master,1.0,10.1,2,8.74
41.2,70386.58,641.0,12338.09,72,auto,full_time,phd,0.592,19.2,3,8.49
23.3,32482.17,692.0,88527.67,300,home,full_time,high_school,0.381,2.3,0,6.44
44.2,72615.6,713.0,41264.31,72,auto,self_employed,master,0.43,17.3,4,6.24
34.4,18276.99,694.0,49198.56,180,home,part_time,bachelor,0.628,11.7,2,8.52
44.4,26976.52,537.0,61877.43,36,business,part_time,associates,1.0,26.4,7,11.53
42.8,43368.75,703.0,44921.77,60,business,part_time,bachelor,0.71,6.0,1,8.69
39.5,36039.76,727.0,94216.34,180,home,part_time,phd,0.513,11.6,2,6.85
45.4,62244.72,576.0,18519.61,48,education,full_time,bachelor,0.344,11.3,3,7.7
18.0,4221.7,540.0,16715.43,24,personal,unemployed,master,1.0,0.0,0,17.91
26.3,31232.21,543.0,13325.88,12,medical,self_employed,bachelor,0.992,7.5,2,11.92
45.4,30912.81,591.0,6189.71,60,education,retired,bachelor,0.45,25.5,5,9.11
51.9,54759.91,713.0,26212.0,12,medical,self_employed,associates,0.597,24.0,4,8.65
48.7,18507.46,743.0,22984.93,60,education,part_time,master,0.58,22.9,1,7.94
53.7,56099.45,588.0,18398.39,48,medical,part_time,associates,0.219,31.2,6,9.27
54.5,50762.43,746.0,50054.49,72,auto,full_time,master,0.397,36.5,3,5.07
52.6,69295.02,631.0,30935.39,72,auto,full_time,phd,0.375,30.5,5,6.74
55.5,54200.96,755.0,13131.14,12,education,full_time,associates,0.573,28.0,4,5.39
36.9,47007.65,759.0,19094.96,72,auto,self_employed,master,0.625,17.6,5,6.72
47.7,5317.4,392.0,18122.23,60,personal,unemployed,associates,0.872,20.4,4,17.2
24.1,2491.7,655.0,200756.02,180,home,unemployed,bachelor,1.0,0.0,0,12.02
65.8,71593.05,775.0,159879.08,300,home,full_time,associates,0.496,45.4,9,5.0
44.9,75144.6,674.0,240582.41,360,home,full_time,bachelor,0.409,15.0,2,4.98
59.6,58490.38,654.0,25073.45,60,medical,self_employed,associates,0.656,37.0,6,9.37
57.5,6464.08,771.0,16086.85,48,medical,unemployed,phd,0.908,31.5,5,11.47
44.1,31607.28,581.0,35687.8,60,education,retired,high_school,0.589,22.2,5,11.17
42.6,52122.4,661.0,102197.7,300,home,self_employed,bachelor,0.154,21.3,3,4.0
48.3,34996.8,740.0,35219.63,48,auto,retired,high_school,0.583,21.6,4,7.88
40.6,47437.03,556.0,82599.01,60,business,self_employed,associates,0.478,9.2,1,12.14
48.5,50142.72,744.0,19040.88,48,medical,self_employed,high_school,0.664,21.3,4,9.42
43.0,38084.91,561.0,30614.73,36,auto,full_time,bachelor,0.652,17.3,6,11.59
47.7,89069.86,718.0,8900.43,60,business,full_time,phd,0.173,28.4,10,5.84
19.8,44045.55,724.0,17617.36,24,personal,full_time,associates,0.332,1.7,0,7.11
41.0,56686.62,638.0,16788.21,24,medical,full_time,high_school,0.532,15.2,2,9.84
39.6,36512.37,834.0,7997.86,36,business,part_time,high_school,0.357,8.7,1,6.3
32.9,15263.09,676.0,28954.49,36,medical,retired,associates,1.0,9.0,2,9.2
23.1,15000.0,655.0,16192.4,60,auto,self_employed,bachelor,0.679,0.0,0,9.98
49.9,57251.67,499.0,1213.58,48,personal,full_time,high_school,0.341,23.7,2,10.06
21.2,17195.0,644.0,176072.69,300,home,retired,master,0.931,0.0,0,8.02
58.2,68183.78,749.0,111537.41,48,business,full_time,associates,0.605,32.7,11,7.26
42.0,73489.77,761.0,70474.14,360,home,self_employed,associates,0.154,19.9,1,3.71
42.2,31566.85,704.0,11999.13,24,personal,part_time,associates,0.725,13.3,2,9.53
49.3,78422.39,599.0,1000.0,12,education,full_time,master,0.375,27.0,5,9.05
47.6,37911.08,810.0,290168.51,180,home,retired,bachelor,0.753,14.7,4,5.76
55.1,46485.12,591.0,84629.37,360,home,part_time,high_school,0.435,33.2,4,8.8
41.1,6547.56,629.0,46356.87,48,auto,unemployed,master,1.0,16.3,0,13.77
45.8,39384.95,680.0,25741.77,48,medical,retired,high_school,0.503,17.6,3,8.96
25.1,31317.12,593.0,20133.24,72,auto,self_employed,bachelor,0.549,3.6,0,12.49
58.1,58672.76,699.0,223825.48,300,home,self_employed,master,0.459,33.5,3,7.88
55.2,37402.39,523.0,8770.61,12,medical,retired,high_school,0.812,26.6,8,11.65
45.7,46041.11,678.0,8220.21,12,education,part_time,bachelor,0.485,13.8,3,8.13
36.0,52866.71,565.0,66996.23,36,business,full_time,phd,0.625,0.2,0,11.81
42.1,78604.21,733.0,230267.69,360,home,self_employed,master,0.354,20.5,2,4.25
46.4,38658.86,563.0,13768.05,60,auto,self_employed,high_school,0.678,24.0,4,11.85
41.6,38419.46,563.0,7177.74,60,medical,self_employed,associates,0.519,18.6,4,12.39
43.4,5309.16,650.0,29103.84,60,personal,unemployed,bachelor,1.0,9.8,2,15.91
39.7,35074.4,675.0,8221.85,60,medical,part_time,phd,0.297,7.6,0,6.3
41.5,28816.06,653.0,202235.06,360,home,part_time,bachelor,0.386,19.7,8,5.38
33.1,9000.0,559.0,19115.02,36,education,part_time,high_school,0.736,11.3,2,10.32
35.7,58463.96,644.0,246041.56,360,home,self_employed,high_school,0.419,12.0,1,6.79
48.0,45830.38,627.0,27965.73,48,auto,full_time,master,0.533,30.0,8,9.07
32.4,6365.2,606.0,363455.17,240,home,unemployed,phd,1.0,0.0,0,13.11
36.0,33254.39,690.0,342471.88,240,home,full_time,master,0.647,15.9,1,6.34
39.7,5662.94,534.0,25346.4,36,medical,unemployed,associates,1.0,18.9,3,16.11
52.2,79439.9,783.0,12827.53,12,education,full_time,phd,0.27,29.1,5,2.81
29.5,28441.64,621.0,25763.86,48,medical,part_time,associates,0.429,11.5,4,8.64
43.5,28169.74,637.0,13083.55,12,education,retired,high_school,0.838,12.6,6,8.25
51.6,34724.23,664.0,17054.54,60,auto,part_time,phd,0.098,25.2,3,5.17
42.0,60726.08,657.0,23190.39,36,business,self_employed,master,0.516,15.6,2,8.96
53.8,7503.44,621.0,18205.13,24,personal,unemployed,master,1.0,31.1,5,15.02
57.9,43675.51,728.0,19793.69,36,auto,part_time,high_school,0.211,39.9,9,5.39
35.2,77683.83,847.0,23688.89,72,auto,full_time,bachelor,0.264,13.6,5,3.03
24.8,21825.54,640.0,35003.87,12,business,self_employed,phd,1.0,5.0,2,11.72
31.1,48340.01,725.0,26191.91,72,auto,self_employed,associates,0.281,3.9,2,6.65
52.7,7031.71,618.0,22287.56,12,personal,unemployed,master,1.0,31.4,10,15.62
47.2,40630.9,779.0,23768.94,36,medical,part_time,high_school,0.525,21.5,6,7.56
40.0,47124.96,677.0,21088.44,60,auto,full_time,associates,0.325,6.5,0,5.97
31.5,49620.73,582.0,16955.07,24,medical,full_time,bachelor,0.556,6.2,0,11.82
43.8,7208.65,729.0,24529.38,12,education,unemployed,master,1.0,18.2,5,12.04
44.1,47458.53,661.0,31312.24,36,auto,self_employed,master,0.347,24.6,6,6.01
49.7,7409.31,559.0,9775.76,60,education,unemployed,phd,0.464,30.0,4,15.36
59.3,57230.04,523.0,68542.05,12,business,full_time,bachelor,1.0,29.3,9,10.44
26.5,15000.0,709.0,15706.31,180,home,full_time,bachelor,0.407,6.0,3,6.11
46.4,29481.25,736.0,37065.36,72,auto,part_time,bachelor,0.55,16.9,2,7.49
31.6,32178.42,695.0,33255.22,60,education,full_time,master,0.423,4.3,0,5.82
40.2,58113.59,720.0,206890.61,180,home,full_time,master,0.517,21.1,5,5.24
49.4,6040.22,615.0,13932.67,36,auto,unemployed,bachelor,1.0,20.6,7,13.3
60.1,78237.25,583.0,221907.16,360,home,full_time,master,0.323,30.9,6,6.35
33.2,28647.68,663.0,10335.99,48,education,part_time,high_school,0.291,3.3,0,7.09
34.8,7762.17,720.0,99899.05,360,home,unemployed,phd,0.884,6.5,2,10.57
41.0,29670.69,674.0,20214.86,24,personal,part_time,phd,0.569,9.3,5,10.08
28.4,34072.89,519.0,4251.01,48,personal,self_employed,bachelor,0.442,2.0,0,12.29
41.6,37614.43,681.0,21774.72,60,education,full_time,bachelor,0.496,7.7,5,8.66
28.6,33407.43,637.0,13962.62,36,medical,part_time,associates,0.209,2.1,0,7.3
23.8,1678.61,639.0,10361.94,48,education,unemployed,phd,1.0,0.0,0,15.56
47.3,64151.88,612.0,19038.01,48,personal,full_time,high_school,0.34,18.4,5,8.66
39.3,4270.67,663.0,31792.61,48,auto,unemployed,bachelor,1.0,18.4,3,13.16
42.7,43657.71,731.0,61422.68,36,business,full_time,associates,1.0,18.1,4,7.18
35.3,42367.4,766.0,92413.09,36,business,retired,phd,1.0,11.0,5,7.39
44.4,21840.39,628.0,10280.68,48,personal,retired,associates,0.467,15.4,3,9.89
40.0,25532.15,535.0,99468.49,300,home,part_time,master,0.347,16.8,3,8.21
49.7,34041.24,765.0,178199.44,300,home,part_time,associates,0.505,25.6,9,5.75
48.6,4856.6,488.0,13341.47,36,education,unemployed,high_school,1.0,30.6,3,15.21
56.3,38351.15,576.0,30586.95,36,auto,part_time,associates,0.505,25.1,4,10.75
50.6,42206.51,689.0,22103.29,60,personal,part_time,bachelor,0.407,28.7,8,8.63
30.0,21242.19,580.0,27340.38,48,education,part_time,high_school,0.409,5.6,2,9.65
31.7,24758.98,636.0,23530.23,48,auto,part_time,master,0.502,2.3,0,9.6
33.4,38106.45,707.0,13611.64,36,medical,self_employed,associates,0.481,5.2,0,9.41
41.9,74597.12,675.0,20945.06,36,medical,full_time,associates,0.371,22.3,7,6.82
44.4,35952.17,591.0,36053.07,48,auto,retired,associates,0.587,19.1,3,11.11
40.3,23797.75,730.0,8988.89,24,personal,retired,phd,0.645,15.9,4,8.15
55.5,83882.8,789.0,151978.56,180,home,full_time,phd,0.461,31.6,9,4.88
42.1,27114.94,785.0,34907.11,36,auto,retired,bachelor,0.711,20.7,6,6.35
46.1,5218.34,635.0,158221.06,300,home,unemployed,associates,1.0,23.3,2,13.14
37.6,24937.3,717.0,44824.7,60,auto,part_time,associates,0.803,19.6,2,7.88
52.6,57616.7,631.0,237216.68,180,home,self_employed,bachelor,0.66,22.6,7,9.26
39.7,36038.79,569.0,22343.55,24,medical,retired,bachelor,0.602,10.7,4,11.88
40.9,39641.95,632.0,11556.58,12,personal,retired,high_school,0.893,8.5,1,11.07
36.2,4160.17,660.0,26125.15,12,education,unemployed,master,1.0,11.7,2,12.3
40.8,52922.85,538.0,5920.08,24,personal,self_employed,master,0.35,20.4,1,11.54
37.8,3904.09,584.0,6628.68,48,medical,unemployed,bachelor,0.843,19.8,5,15.82
23.3,20652.83,636.0,12160.41,60,medical,part_time,master,0.787,0.0,0,10.52
41.5,65706.21,618.0,23530.13,48,auto,self_employed,associates,0.539,21.8,6,9.45
18.0,23244.48,666.0,23123.14,36,medical,self_employed,phd,0.456,0.0,0,9.98
44.3,29220.59,654.0,22135.02,12,medical,part_time,bachelor,0.873,15.9,7,8.85
